"GEOID","frp_z_h.ss","frp_z_h.m","frp_mm_h.ss","frp_mm_h.m","frp_d_h.ss","frp_d_h.m","frp_z_nh.ss","frp_z_nh.m","frp_mm_nh.ss","frp_mm_nh.m","frp_d_nh.ss","frp_d_nh.m","fri7_z_h.ss","fri9_z_h.ss","fri7_mm_h.ss","fri9_mm_h.ss","fri7_d_h.ss","fri9_d_h.ss","fri7_z_h.m","fri9_z_h.m","fri7_mm_h.m","fri9_mm_h.m","fri7_d_h.m","fri9_d_h.m","fri7_z_nh.ss","fri9_z_nh.ss","fri7_mm_nh.ss","fri9_mm_nh.ss","fri7_d_nh.ss","fri9_d_nh.ss","fri7_z_nh.m","fri9_z_nh.m","fri7_mm_nh.m","fri9_mm_nh.m","fri7_d_nh.m","fri9_d_nh.m","frp_base","fri7_base","fri9_base","fri9_counts","fri7_counts","is_urban","frp_range","fri_any","fri_any_z"
53011042500,0.758573388203018,0.752400548696845,0.794238683127572,0.816186556927298,0.783264746227709,0.814128943758573,0.716735253772291,0.712620027434842,0.740054869684499,0.744170096021948,0.774348422496571,0.794238683127572,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0.9,1,1,3,13,1,0.187379972565158,1,1
53011042600,0.790123456790123,0.790123456790123,0.784636488340192,0.803155006858711,0.912208504801097,0.930727023319616,0.735253772290809,0.726337448559671,0.727023319615912,0.733882030178326,0.854595336076818,0.876543209876543,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,6,13,1,0.273662551440329,1,1
53011042700,0.851851851851852,0.863511659807956,0.836076817558299,0.847736625514403,0.965706447187929,0.968449931412894,0.882030178326475,0.893689986282579,0.87037037037037,0.876543209876543,0.939643347050754,0.945816186556927,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,1,0.163923182441701,1,1
53011042800,0.240740740740741,0.106995884773663,0.257887517146776,0.227023319615912,0.476680384087792,0.49519890260631,0.408093278463649,0.331275720164609,0.458847736625514,0.445130315500686,0.585048010973937,0.597393689986283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,1,0.49039780521262,0,0
53011042900,0.686556927297668,0.692729766803841,0.65843621399177,0.674897119341564,0.800411522633745,0.821673525377229,0.580932784636488,0.567901234567901,0.546639231824417,0.569958847736626,0.697530864197531,0.727023319615912,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0.9,1,1,3,9,1,0.353360768175583,1,1
53011043000,0.824417009602195,0.836762688614541,0.858710562414266,0.856652949245542,0.849794238683128,0.867626886145405,0.781893004115226,0.791495198902606,0.766803840877915,0.779835390946502,0.808641975308642,0.824417009602195,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0.9,1,1,9,13,1,0.133196159122085,1,1
53011043100,0.565843621399177,0.513717421124829,0.547325102880658,0.576131687242798,0.710562414266118,0.740740740740741,0.561042524005487,0.51920438957476,0.549382716049383,0.556241426611797,0.697530864197531,0.725651577503429,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.8,1,1,1,5,1,0.286282578875171,1,0
53013960200,0.294238683127572,0.301783264746228,0.299725651577503,0.323731138545953,0.131001371742112,0.183813443072702,0.433470507544582,0.452674897119342,0.381344307270233,0.400548696844993,0.265432098765432,0.266117969821674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.32167352537723,0,0
53015000300,0.625514403292181,0.652263374485597,0.574759945130315,0.58641975308642,0.554183813443073,0.602194787379973,0.836076817558299,0.849794238683128,0.822359396433471,0.820987654320988,0.808641975308642,0.795610425240055,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.7,1,0,5,10,1,0.295610425240055,1,1
53015000400,0.596707818930041,0.621399176954732,0.548696844993141,0.57681755829904,0.419067215363512,0.471879286694102,0.663237311385459,0.685871056241427,0.55761316872428,0.578189300411523,0.53840877914952,0.549382716049383,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6,1,0,0,4,1,0.266803840877915,1,1
53015000501,0.687928669410151,0.700960219478738,0.744855967078189,0.767489711934156,0.757201646090535,0.753086419753086,0.685185185185185,0.700274348422497,0.652949245541838,0.678326474622771,0.713991769547325,0.715363511659808,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.8,1,1,1,13,1,0.147050754458162,1,1
53015000502,0.912208504801097,0.920438957475994,0.905349794238683,0.907407407407407,0.878600823045268,0.831275720164609,0.916323731138546,0.922496570644719,0.88477366255144,0.882030178326475,0.919067215363512,0.885459533607682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,1,1,13,13,1,0.09122085048011,1,1
53015000601,0.602194787379973,0.631687242798354,0.584362139917695,0.5960219478738,0.497942386831276,0.540466392318244,0.753772290809328,0.774348422496571,0.687242798353909,0.691358024691358,0.720850480109739,0.696159122085048,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0.6,1,0,0,9,1,0.276406035665295,1,1
53015000602,0.348422496570645,0.340877914951989,0.432098765432099,0.47119341563786,0.205761316872428,0.301783264746228,0.320987654320988,0.306584362139918,0.308641975308642,0.316872427983539,0.265432098765432,0.319615912208505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,1,0.265432098765432,0,0
53015000702,0.536351165980796,0.563100137174211,0.568587105624143,0.585048010973937,0.554183813443073,0.540466392318244,0.511659807956104,0.539780521262003,0.467764060356653,0.486968449931413,0.5,0.50480109739369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0,1,1,0.132235939643347,1,0
53015000703,0.689300411522634,0.718792866941015,0.616598079561043,0.521262002743484,0.646776406035665,0.551440329218107,0.578875171467764,0.61522633744856,0.443072702331962,0.423868312757202,0.528120713305898,0.460219478737997,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,1,0,0,6,1,0.294924554183813,1,1
53015000704,0.501371742112483,0.550068587105624,0.408093278463649,0.390946502057613,0.600137174211248,0.525377229080933,0.566529492455418,0.609053497942387,0.460905349794239,0.458161865569273,0.642661179698217,0.580246913580247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.6,1,0,0,4,1,0.251714677640604,1,1
53015000800,0.38957475994513,0.410150891632373,0.455418381344307,0.49039780521262,0.419067215363512,0.471879286694102,0.393004115226337,0.423868312757202,0.386831275720165,0.406721536351166,0.37997256515775,0.417695473251029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0.12002743484225,0,0
53015000900,0.335390946502058,0.38477366255144,0.320301783264746,0.326474622770919,0.364883401920439,0.362825788751715,0.369684499314129,0.41358024691358,0.35116598079561,0.364883401920439,0.403292181069959,0.405349794238683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0.179698216735254,0,0
53015001000,0.882716049382716,0.895747599451303,0.931412894375857,0.929355281207133,0.666666666666667,0.57681755829904,0.921124828532236,0.925925925925926,0.92318244170096,0.919067215363512,0.738683127572016,0.673525377229081,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.6,1,0,8,12,1,0.354595336076817,1,1
53015001100,0.744170096021948,0.762002743484225,0.735939643347051,0.757887517146776,0.783264746227709,0.788065843621399,0.796982167352538,0.811385459533608,0.777777777777778,0.788065843621399,0.824417009602195,0.823731138545953,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0.9,1,1,4,13,1,0.164060356652949,1,1
53015001200,0.349794238683128,0.369684499314129,0.288751714677641,0.312071330589849,0.395747599451303,0.476680384087792,0.358710562414266,0.378600823045267,0.330589849108368,0.342935528120713,0.445130315500686,0.489711934156379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0,1,0,0.311248285322359,1,0
53015001300,0.697530864197531,0.723593964334705,0.751028806584362,0.751714677640604,0.685871056241427,0.609739368998628,0.726337448559671,0.747599451303155,0.716735253772291,0.718106995884774,0.713991769547325,0.665980795610425,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.7,1,0,0,13,0,0.141975308641976,1,1
53015001501,0.189986282578875,0.247599451303155,0.188614540466392,0.185185185185185,0.131001371742112,0.138545953360768,0.344307270233196,0.395747599451303,0.283264746227709,0.283950617283951,0.146090534979424,0.12482853223594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.295747599451303,0,0
53015001502,0.602880658436214,0.623456790123457,0.554869684499314,0.573388203017833,0.728395061728395,0.764746227709191,0.5960219478738,0.619341563786008,0.542524005486968,0.56241426611797,0.703703703703704,0.730452674897119,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.8,1,1,1,8,0,0.257475994513032,1,1
53015001600,0.500685871056241,0.50480109739369,0.421124828532236,0.449245541838134,0.476680384087792,0.556241426611797,0.506858710562414,0.510973936899863,0.410150891632373,0.433470507544582,0.508230452674897,0.546639231824417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0,1,0,0.189849108367627,1,0
53015001700,0.137174211248285,0.15843621399177,0.0809327846364883,0.0912208504801097,0.131001371742112,0.213305898491084,0.168724279835391,0.189986282578875,0.157064471879287,0.165294924554184,0.183127572016461,0.233196159122085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.219067215363512,0,0
53015001800,0.0912208504801097,0.124142661179698,0.0459533607681756,0.046639231824417,0.061042524005487,0.0308641975308642,0.117969821673525,0.16323731138546,0.0665294924554184,0.0713305898491084,0.051440329218107,0.0363511659807956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.132373113854596,0,0
53015001900,0.203017832647462,0.259259259259259,0.139917695473251,0.13923182441701,0.181069958847737,0.227023319615912,0.184499314128944,0.224965706447188,0.131001371742112,0.140603566529492,0.175582990397805,0.211934156378601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.168998628257888,0,0
53015002001,0.0665294924554184,0.0727023319615912,0.0994513031550069,0.113168724279835,0.0233196159122085,0.0308641975308642,0.103566529492455,0.12482853223594,0.167352537722908,0.175582990397805,0.046639231824417,0.0679012345679012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.152263374485597,0,0
53015002002,0.229080932784636,0.283950617283951,0.273662551440329,0.284636488340192,0.131001371742112,0.138545953360768,0.225651577503429,0.282578875171468,0.258573388203018,0.272976680384088,0.146090534979424,0.155006858710562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.15363511659808,0,0
53015002100,0.873113854595336,0.884087791495199,0.842935528120713,0.836076817558299,0.849794238683128,0.810699588477366,0.863511659807956,0.871742112482853,0.815500685871056,0.816872427983539,0.869684499314129,0.85116598079561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,1,1,13,13,1,0.089300411522634,1,1
53017950100,0.703703703703704,0.729766803840878,0.736625514403292,0.664609053497942,0.476680384087792,0.429355281207133,0.829218106995885,0.834019204389575,0.844993141289438,0.794924554183813,0.572702331961591,0.467078189300412,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0.4,0,0,3,8,0,0.444993141289438,1,1
53017950200,0.406721536351166,0.372427983539095,0.310013717421125,0.340192043895748,0.131001371742112,0.213305898491084,0.435528120713306,0.43278463648834,0.344307270233196,0.360082304526749,0.265432098765432,0.305898491083676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.304526748971194,0,0
53017950300,0.510288065843621,0.526063100137174,0.450617283950617,0.462277091906722,0.302469135802469,0.368312757201646,0.646090534979424,0.663237311385459,0.598765432098765,0.606995884773663,0.528120713305898,0.532235939643347,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.5,0,0,0,3,0,0.36076817558299,1,1
53017950400,0.307270233196159,0.284636488340192,0.239368998628258,0.259945130315501,0.279149519890261,0.377914951989026,0.410836762688615,0.417695473251029,0.358710562414266,0.375857338820302,0.396433470507545,0.44238683127572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,1,0.203017832647462,0,0
53017950500,0.722222222222222,0.746227709190672,0.699588477366255,0.691358024691358,0.783264746227709,0.740740740740741,0.723593964334705,0.740054869684499,0.691358024691358,0.702331961591221,0.751714677640604,0.735939643347051,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.8,1,1,1,13,1,0.108641975308642,1,1
53017950600,0.216049382716049,0.191358024691358,0.227023319615912,0.248285322359396,0.181069958847737,0.277091906721536,0.301783264746228,0.297668038408779,0.303155006858711,0.320987654320988,0.275034293552812,0.326474622770919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,1,0.145404663923182,0,0
53017950700,0.789437585733882,0.814814814814815,0.797668038408779,0.770233196159122,0.770233196159122,0.705075445816187,0.812071330589849,0.822359396433471,0.795610425240055,0.792866941015089,0.764746227709191,0.740740740740741,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0.8,1,1,4,13,1,0.117283950617284,1,1
53017950800,0.809327846364883,0.829218106995885,0.827160493827161,0.780521262002744,0.800411522633745,0.736625514403292,0.803840877914952,0.817558299039781,0.779835390946502,0.766117969821674,0.764746227709191,0.737311385459534,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0.8,1,1,7,13,1,0.092592592592593,1,1
53019940000,0.742112482853224,0.764060356652949,0.775034293552812,0.642661179698217,0.497942386831276,0.206447187928669,0.810699588477366,0.810699588477366,0.794238683127572,0.711934156378601,0.417695473251029,0.240054869684499,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.3,0,0,2,8,0,0.604252400548697,1,1
53019970100,0.796296296296296,0.819615912208505,0.855281207133059,0.753086419753086,0.395747599451303,0.277091906721536,0.709876543209877,0.731138545953361,0.651577503429355,0.616598079561043,0.353909465020576,0.291495198902606,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.4,0,0,2,8,0,0.578189300411523,1,1
53019970200,0.271604938271605,0.342249657064472,0.213305898491084,0.193415637860082,0.113854595336077,0.0534979423868313,0.489026063100137,0.532921810699588,0.390946502057613,0.368312757201646,0.183127572016461,0.0973936899862826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.479423868312757,0,0
53021020100,0.972565157750343,0.97599451303155,0.969821673525377,0.96159122085048,0.817558299039781,0.843621399176955,0.992455418381344,0.993141289437586,0.991083676268861,0.986968449931413,0.939643347050754,0.945816186556927,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,1,1,13,13,1,0.175582990397805,1,1
53021020200,0.984224965706447,0.987654320987654,0.983539094650206,0.980109739368999,0.938957475994513,0.940329218106996,0.994513031550069,0.995884773662551,0.995884773662551,0.994513031550069,0.970507544581619,0.969821673525377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,1,0.061042524005487,1,1
53021020300,0.965020576131687,0.96639231824417,0.962962962962963,0.960905349794239,0.863511659807956,0.86556927297668,0.982167352537723,0.983539094650206,0.979423868312757,0.978737997256516,0.939643347050754,0.932098765432099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,1,0.136488340192044,1,1
53021020400,0.974622770919067,0.978052126200274,0.969135802469136,0.95679012345679,0.923868312757202,0.926611796982167,0.986282578875171,0.988340192043896,0.983539094650206,0.980109739368999,0.980109739368999,0.976680384087791,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,1,0.076131687242798,1,1
53021020501,0.216735253772291,0.150891632373114,0.166666666666667,0.183813443072702,0.205761316872428,0.292866941015089,0.264060356652949,0.213991769547325,0.266803840877915,0.269547325102881,0.294238683127572,0.345679012345679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,1,0.194787379972565,0,0
53021020502,0.530178326474623,0.486968449931413,0.465020576131687,0.503429355281207,0.620713305898491,0.670096021947874,0.607681755829904,0.594650205761317,0.584362139917695,0.611796982167353,0.681069958847737,0.714677640603567,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.6,1,0,0,7,1,0.24965706447188,1,1
53021020601,0.611796982167353,0.617969821673525,0.539094650205761,0.543895747599451,0.620713305898491,0.65363511659808,0.683127572016461,0.696844993141289,0.645404663923182,0.661179698216735,0.697530864197531,0.700274348422497,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.6,1,0,0,11,0,0.161179698216736,1,1
53021020603,0.757887517146776,0.780521262002744,0.575445816186557,0.563100137174211,0.728395061728395,0.720850480109739,0.774348422496571,0.790123456790123,0.700274348422497,0.709876543209877,0.729766803840878,0.729766803840878,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.7,1,0,0,11,1,0.227023319615912,1,1
53021020605,0.449931412894376,0.410836762688615,0.343621399176955,0.372427983539095,0.395747599451303,0.476680384087792,0.549382716049383,0.543895747599451,0.520576131687243,0.544581618655693,0.53840877914952,0.565843621399177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0.222222222222222,0,0
53021020606,0.445130315500686,0.414951989026063,0.390946502057613,0.414266117969822,0.302469135802469,0.405349794238683,0.508230452674897,0.503429355281207,0.531550068587106,0.554869684499314,0.45679012345679,0.495884773662551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,1,0.252400548696845,0,0
53021020700,0.9039780521262,0.91358024691358,0.868312757201646,0.819615912208505,0.849794238683128,0.810699588477366,0.86556927297668,0.874485596707819,0.801097393689986,0.793552812071331,0.831275720164609,0.797668038408779,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.9,1,1,11,13,0,0.120027434842249,1,1
53021020800,0.800411522633745,0.823731138545953,0.839506172839506,0.795610425240055,0.449245541838134,0.377914951989026,0.904663923182442,0.906035665294925,0.901920438957476,0.873799725651577,0.622770919067215,0.505486968449931,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0.4,0,0,7,9,0,0.528120713305899,1,1
53021980100,0.00685871056241427,0,0.00685871056241427,0,0.0123456790123457,0.01440329218107,0.00685871056241427,0,0.00685871056241427,0,0.00548696844993141,0.00685871056241427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,1,0.1,0,0
53023970300,0.614540466392318,0.651577503429355,0.744170096021948,0.741426611796982,0.251714677640604,0.301783264746228,0.49039780521262,0.523319615912209,0.457475994513032,0.473936899862826,0.212620027434842,0.229080932784636,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,4,0,0.531550068587106,1,1
53025010100,0.251028806584362,0.298353909465021,0.197530864197531,0.213991769547325,0.151577503429355,0.176954732510288,0.358024691358025,0.397805212620027,0.278463648834019,0.292866941015089,0.183127572016461,0.188614540466392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.246227709190672,0,0
53025010200,0.417009602194787,0.458161865569273,0.388888888888889,0.37997256515775,0.476680384087792,0.471879286694102,0.388203017832647,0.429355281207133,0.349794238683128,0.359396433470508,0.344993141289438,0.344307270233196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.155692729766804,0,0
53025010300,0.60562414266118,0.64883401920439,0.597393689986283,0.54320987654321,0.526063100137174,0.292866941015089,0.606995884773663,0.638545953360768,0.537037037037037,0.521262002743484,0.45679012345679,0.315500685871056,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.4,0,0,0,4,0,0.355967078189301,1,1
53025010400,0.530864197530864,0.569272976680384,0.513031550068587,0.511659807956104,0.554183813443073,0.436899862825789,0.574074074074074,0.611111111111111,0.508230452674897,0.51920438957476,0.528120713305898,0.433470507544582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,1,0,0.177640603566529,1,1
53025010500,0.464334705075446,0.5,0.423868312757202,0.400548696844993,0.251714677640604,0.301783264746228,0.646776406035665,0.670096021947874,0.626200274348423,0.61042524005487,0.46639231824417,0.447873799725652,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.4,0,0,0,4,0,0.41838134430727,1,1
53025010600,0.833333333333333,0.847050754458162,0.837448559670782,0.805212620027435,0.395747599451303,0.405349794238683,0.938957475994513,0.934842249657064,0.936213991769547,0.910836762688615,0.632373113854595,0.569272976680384,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0.4,0,0,8,9,1,0.54320987654321,1,1
53025010700,0.707818930041152,0.735939643347051,0.695473251028807,0.614540466392318,0.497942386831276,0.518518518518518,0.840192043895748,0.84636488340192,0.823045267489712,0.775720164609053,0.736625514403292,0.665294924554184,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0.6,1,0,3,11,0,0.348422496570644,1,1
53025010800,0.932098765432099,0.934842249657064,0.920438957475994,0.880658436213992,0.817558299039781,0.725651577503429,0.91838134430727,0.919067215363512,0.888203017832647,0.86076817558299,0.912894375857339,0.831275720164609,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.9,1,1,12,13,1,0.209190672153635,1,1
53025010901,0.655006858710562,0.6920438957476,0.574074074074074,0.513031550068587,0.685871056241427,0.609739368998628,0.654320987654321,0.680384087791495,0.578875171467764,0.564471879286694,0.642661179698217,0.604252400548697,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.7,1,0,0,9,0,0.186968449931413,1,1
53025010902,0.777777777777778,0.803155006858711,0.714677640603567,0.648148148148148,0.757201646090535,0.676268861454047,0.827846364883402,0.836762688614541,0.772976680384088,0.732510288065844,0.848422496570645,0.775034293552812,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0.8,1,1,5,13,1,0.200274348422497,1,1
53025011000,0.541838134430727,0.580932784636488,0.46639231824417,0.460219478737997,0.646776406035665,0.627572016460905,0.582304526748971,0.613168724279835,0.497256515775034,0.50480109739369,0.664609053497942,0.643347050754458,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.7,1,0,0,6,0,0.239780521262003,1,1
53025011100,0.711248285322359,0.739368998628258,0.706447187928669,0.635802469135803,0.685871056241427,0.609739368998628,0.750342935528121,0.770233196159122,0.722908093278464,0.697530864197531,0.725651577503429,0.652263374485597,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.7,1,0,0,13,1,0.160493827160494,1,1
53025011200,0.261316872427984,0.316872427983539,0.207133058984911,0.192729766803841,0.251714677640604,0.255144032921811,0.276406035665295,0.320987654320988,0.230452674897119,0.241426611796982,0.275034293552812,0.269547325102881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.128257887517147,0,0
53025011300,0.787379972565158,0.812071330589849,0.788065843621399,0.711248285322359,0.526063100137174,0.377914951989026,0.888203017832647,0.88957475994513,0.877914951989026,0.836762688614541,0.688614540466392,0.513031550068587,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0.5,0,0,5,9,0,0.511659807956104,1,1
53025011401,0.580932784636488,0.628943758573388,0.620713305898491,0.504115226337449,0.302469135802469,0.191358024691358,0.741426611796982,0.759945130315501,0.764060356652949,0.696159122085048,0.37997256515775,0.246227709190672,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.2,0,0,0,6,0,0.572702331961591,1,1
53025011402,0.806584362139918,0.827160493827161,0.828532235939643,0.736625514403292,0.279149519890261,0.342249657064472,0.929355281207133,0.927297668038409,0.940329218106996,0.892318244170096,0.547325102880658,0.515089163237311,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0.4,0,0,7,8,0,0.661179698216735,1,1
53027000200,0.488340192043896,0.532921810699588,0.513717421124829,0.356652949245542,0.476680384087792,0.133058984910837,0.482167352537723,0.515089163237311,0.401920438957476,0.337448559670782,0.304526748971193,0.0727023319615912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.460219478737997,0,0
53027000300,0.392318244170096,0.456104252400549,0.507544581618656,0.441015089163237,0.449245541838134,0.183813443072702,0.356652949245542,0.411522633744856,0.368312757201646,0.347050754458162,0.169410150891632,0.0699588477366255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.43758573388203,0,0
53027000400,0.207818930041152,0.275720164609054,0.264746227709191,0.252400548696845,0.229080932784636,0.198902606310014,0.209190672153635,0.273662551440329,0.206447187928669,0.213991769547325,0.130315500685871,0.125514403292181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.150205761316873,0,0
53027000500,0.516460905349794,0.563786008230453,0.608367626886145,0.530178326474623,0.497942386831276,0.323731138545953,0.525377229080933,0.563100137174211,0.513717421124829,0.489711934156379,0.484910836762689,0.361454046639232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0.284636488340192,1,0
