"GEOID","frp_z_h.ss","frp_z_h.m","frp_mm_h.ss","frp_mm_h.m","frp_d_h.ss","frp_d_h.m","frp_z_nh.ss","frp_z_nh.m","frp_mm_nh.ss","frp_mm_nh.m","frp_d_nh.ss","frp_d_nh.m","fri_z_h.ss","fri_mm_h.ss","fri_d_h.ss","fri_z_h.m","fri_mm_h.m","fri_d_h.m","fri_z_nh.ss","fri_mm_nh.ss","fri_d_nh.ss","fri_z_nh.m","fri_mm_nh.m","fri_d_nh.m","frp_base","fri_base","frp_range","fri_counts","is_urban"
53049950702,0.423250564334086,0.0835214446952596,0.322799097065463,0.113995485327314,0.717268623024831,0.29176072234763,0.405756207674944,0.184537246049661,0.182279909706546,0.0615124153498871,0.687923250564334,0.321670428893905,0,0,1,0,0,0,0,0,1,0,0,0,0.65988700565,1,0.655756207674944,3,0
53049950801,0.586907449209932,0.292889390519187,0.604966139954853,0.334650112866817,0.542889390519187,0.455417607223476,0.584085778781038,0.371896162528217,0.38882618510158,0.222911963882618,0.391647855530474,0.160270880361174,0,0,0,0,0,0,0,0,0,0,0,0,0.372881355932,0,0.444695259593679,0,0
53049950802,0.113431151241535,0.0378103837471783,0.104401805869074,0.0987584650112867,0.0959367945823928,0.0141083521444695,0.14334085778781,0.0603837471783296,0.0919864559819413,0.0891647855530474,0.0970654627539503,0.0253950338600451,0,0,0,0,0,0,0,0,0,0,0,0,0.306779661017,0,0.292671308872531,0,0
53051970100,0.43510158013544,0.242099322799097,0.211625282167043,0.116817155756208,0.625846501128668,0.421557562076749,0.567720090293454,0.443002257336343,0.204288939051919,0.143905191873589,0.749435665914221,0.637133182844244,0,0,0,0,0,0,0,0,1,0,0,0,0.571468926554,0,0.632618510158013,1,0
53051970200,0.835778781038375,0.382618510158014,0.33803611738149,0.134875846501129,0.505643340857788,0.221218961625282,0.705981941309255,0.5,0.208803611738149,0.128668171557562,0.658013544018059,0.458803611738149,1,0,0,0,0,0,1,0,1,0,0,0,0.533333333333,0,0.707110609480813,3,0
53051970300,0.329571106094808,0.193002257336343,0.190744920993228,0.144469525959368,0.585214446952596,0.327313769751693,0.452595936794582,0.341422121896163,0.213318284424379,0.18961625282167,0.734762979683973,0.618510158013544,0,0,0,0,0,0,0,0,1,0,0,0,0.502259887006,0,0.590293453724605,1,0
53051970400,0.448081264108352,0.2127539503386,0.243792325056433,0.132618510158014,0.585214446952596,0.152370203160271,0.570541760722348,0.41196388261851,0.225733634311512,0.151805869074492,0.658013544018059,0.433408577878104,0,0,0,0,0,0,0,0,1,0,0,0,0.605084745763,0,0.525395033860045,1,0
53051970500,0.269751693002257,0.138261851015801,0.146726862302483,0.0931151241534989,0.335778781038375,0.169864559819413,0.373589164785553,0.258465011286682,0.135440180586907,0.10665914221219,0.558126410835214,0.344243792325056,0,0,0,0,0,0,0,0,0,0,0,0,0.412711864407,0,0.465011286681715,0,0
53053060200,0.988713318284424,0.994356659142212,0.950902934537246,0.965011286681716,0.885440180586907,0.937923250564334,0.979119638826185,0.987020316027088,0.965575620767494,0.9627539503386,0.869638826185102,0.920428893905192,1,1,1,1,1,1,1,1,1,1,1,1,0.994915254237,1,0.125276428051898,13,1
53053060300,0.752257336343115,0.768058690744921,0.82392776523702,0.82392776523702,0.456546275395034,0.586907449209932,0.763544018058691,0.761286681715576,0.804740406320542,0.806997742663657,0.572234762979684,0.621896162528217,1,1,0,1,1,0,1,1,0,1,1,0,0.498305084746,0,0.367381489841986,8,1
53053060400,0.681715575620767,0.775959367945824,0.764108352144469,0.796839729119639,0.292325056433409,0.463318284424379,0.688487584650113,0.773702031602709,0.809819413092551,0.81941309255079,0.238148984198646,0.345936794582393,1,1,0,1,1,0,1,1,0,1,1,0,0.309039548023,0,0.581264108352144,8,1
53053060500,0.753386004514673,0.829571106094808,0.801354401805869,0.834650112866817,0.379232505643341,0.534424379232506,0.769187358916479,0.826749435665914,0.866817155756208,0.870767494356659,0.338600451467269,0.476297968397291,1,1,0,1,1,0,1,1,0,1,1,0,0.363559322034,0,0.53216704288939,8,1
53053060600,0.811512415349887,0.870767494356659,0.868510158013544,0.890519187358916,0.684537246049661,0.796839729119639,0.809255079006772,0.867381489841986,0.905191873589165,0.908013544018059,0.658013544018059,0.761286681715576,1,1,1,1,1,1,1,1,1,1,1,1,0.56384180791,0,0.344171736108059,12,1
53053060700,0.693566591422122,0.797404063205418,0.762979683972912,0.797404063205418,0.292325056433409,0.450338600451467,0.677200902934537,0.781602708803612,0.801354401805869,0.812076749435666,0.205981941309255,0.304740406320542,1,1,0,1,1,0,1,1,0,1,1,0,0.359322033898,0,0.606094808126411,8,1
53053060800,0.679458239277652,0.771444695259594,0.778781038374718,0.806433408577878,0.41647855530474,0.573363431151242,0.634875846501129,0.721783295711061,0.783295711060948,0.801354401805869,0.2686230248307,0.380925507900677,1,1,0,1,1,0,0,1,0,1,1,0,0.34802259887,0,0.537810383747178,7,1
53053060903,0.390519187358916,0.478555304740406,0.497742663656885,0.554740406320542,0.379232505643341,0.534424379232506,0.447516930022573,0.482505643340858,0.582392776523702,0.61117381489842,0.43510158013544,0.515237020316027,0,0,0,0,0,0,0,0,0,0,0,0,0.482768361582,0,0.231941309255079,0,1
53053060904,0.883747178329571,0.911399548532731,0.937358916478555,0.943002257336343,0.885440180586907,0.924943566591422,0.887133182844244,0.892212189616253,0.920428893905192,0.922686230248307,0.892212189616253,0.921557562076749,1,1,1,1,1,1,1,1,1,1,1,1,0.841242937853,1,0.101759319483343,13,1
53053060906,0.757900677200903,0.79176072234763,0.862302483069977,0.872460496613995,0.542889390519187,0.676636568848758,0.718961625282167,0.708803611738149,0.782731376975169,0.786117381489842,0.487584650112867,0.584085778781038,1,1,0,1,1,1,1,1,0,1,1,0,0.509322033898,0,0.384875846501128,9,1
53053060907,0.467268623024831,0.497742663656885,0.558690744920993,0.595372460496614,0.684537246049661,0.729119638826185,0.505643340857788,0.47234762979684,0.542325056433409,0.563769751693002,0.602708803611738,0.650677200902935,0,0,1,0,0,1,0,0,0,0,0,1,0.670056497175,1,0.261851015801354,4,1
53053060908,0.505643340857788,0.582392776523702,0.619638826185102,0.66647855530474,0.379232505643341,0.548532731376975,0.514108352144469,0.550225733634311,0.650112866817156,0.673814898419865,0.414221218961625,0.516365688487585,0,0,0,0,1,0,0,1,0,0,1,0,0.600564971751,0,0.294582392776524,3,1
53053061001,0.464446952595937,0.547968397291196,0.544582392776524,0.601580135440181,0.456546275395034,0.632618510158014,0.513544018058691,0.552483069977427,0.634875846501129,0.658013544018059,0.558126410835214,0.669864559819413,0,0,0,0,0,0,0,0,0,0,1,1,0.56581920904,0,0.213318284424379,2,1
53053061002,0.941873589164786,0.941309255079007,0.954288939051919,0.95372460496614,0.94469525959368,0.94920993227991,0.871896162528217,0.855530474040632,0.888261851015801,0.888261851015801,0.869638826185102,0.88882618510158,1,1,1,1,1,1,1,1,1,1,1,1,0.924293785311,1,0.098758465011287,13,1
53053061100,0.856094808126411,0.877539503386005,0.875282167042889,0.884875846501129,0.822799097065463,0.886004514672686,0.753386004514673,0.765801354401806,0.799097065462754,0.809255079006772,0.70372460496614,0.774266365688488,1,1,1,1,1,1,1,1,1,1,1,1,0.644350282486,0,0.241654232186686,12,1
53053061200,0.826185101580135,0.860045146726862,0.884875846501129,0.902370203160271,0.795146726862302,0.866252821670429,0.832392776523702,0.845936794582393,0.873024830699774,0.878668171557562,0.826749435665914,0.867945823927765,1,1,1,1,1,1,1,1,1,1,1,1,0.701129943503,1,0.201240259657271,13,1
53053061300,0.943566591422122,0.963318284424379,0.967832957110609,0.973476297968397,0.934537246049661,0.965011286681716,0.956546275395034,0.970090293453725,0.972911963882618,0.974040632054176,0.943566591422122,0.966704288939052,1,1,1,1,1,1,1,1,1,1,1,1,0.881355932203,1,0.0926846998511761,13,1
53053061400,0.979683972911964,0.988713318284424,0.994920993227991,0.996049661399549,0.957674943566591,0.977426636568849,0.991534988713318,0.99548532731377,0.998306997742664,0.998306997742664,0.988148984198646,0.994356659142212,1,1,1,1,1,1,1,1,1,1,1,1,0.937853107345,1,0.0604538903976639,13,1
53053061501,0.751128668171558,0.834085778781038,0.720090293453725,0.760158013544018,0.542889390519187,0.685665914221219,0.83352144469526,0.895598194130926,0.912528216704289,0.90293453724605,0.680022573363431,0.776523702031603,1,1,0,1,1,1,1,1,1,1,1,1,0.729096045198,1,0.369638826185102,12,1
53053061502,0.689051918735892,0.794582392776524,0.760722347629797,0.794582392776524,0.456546275395034,0.632618510158014,0.770316027088036,0.836343115124153,0.900112866817156,0.89334085778781,0.687923250564334,0.783860045146727,1,1,0,1,1,0,1,1,1,1,1,1,0.629943502825,0,0.443566591422122,10,1
53053061601,0.957110609480813,0.977990970654628,0.919864559819413,0.936230248306998,0.795146726862302,0.866252821670429,0.970090293453725,0.985891647855531,0.984198645598194,0.979119638826185,0.822234762979684,0.876975169300226,1,1,1,1,1,1,1,1,1,1,1,1,0.85593220339,1,0.190744920993229,13,1
53053061602,0.968397291196388,0.9813769751693,0.911399548532731,0.93058690744921,0.918735891647856,0.955417607223476,0.942437923250564,0.965575620767494,0.936794582392777,0.932279909706546,0.903498871331828,0.941309255079007,1,1,1,1,1,1,1,1,1,1,1,1,0.985310734463,1,0.0818118631311719,13,1
53053061700,0.896162528216704,0.935665914221219,0.943002257336343,0.956546275395034,0.845372460496614,0.905191873589165,0.92607223476298,0.945823927765237,0.963882618510158,0.968397291196388,0.897855530474041,0.937923250564334,1,1,1,1,1,1,1,1,1,1,1,1,0.84011299435,1,0.128284296846388,13,1
53053061800,0.915349887133183,0.937923250564334,0.941309255079007,0.955981941309255,0.862866817155756,0.91647855530474,0.908013544018059,0.930022573363431,0.952031602708804,0.954288939051919,0.84706546275395,0.904627539503386,1,1,1,1,1,1,1,1,1,1,1,1,0.842372881356,1,0.113609059953255,13,1
53053061900,0.9813769751693,0.982505643340858,0.990406320541761,0.99097065462754,0.967832957110609,0.974040632054176,0.977426636568849,0.977426636568849,0.983069977426637,0.984198645598194,0.966139954853273,0.977990970654628,1,1,1,1,1,1,1,1,1,1,1,1,0.987005649718,1,0.024830699774267,13,1
53053062000,0.931715575620767,0.952595936794582,0.971218961625282,0.975733634311512,0.957674943566591,0.977426636568849,0.946952595936795,0.955417607223476,0.975733634311512,0.976297968397291,0.952031602708804,0.971783295711061,1,1,1,1,1,1,1,1,1,1,1,1,0.900564971751,1,0.076861664817849,13,1
53053062300,0.876410835214447,0.899548532731377,0.901805869074492,0.913656884875847,0.862866817155756,0.91196388261851,0.867381489841986,0.878668171557562,0.90293453724605,0.906884875846501,0.816591422121896,0.861738148984199,1,1,1,1,1,1,1,1,1,1,1,1,0.820338983051,1,0.097065462753951,13,1
53053062400,0.855530474040632,0.891647855530474,0.910835214446953,0.923814898419865,0.862866817155756,0.91647855530474,0.860045146726862,0.880925507900677,0.913656884875847,0.917042889390519,0.822234762979684,0.873589164785553,1,1,1,1,1,1,1,1,1,1,1,1,0.770621468927,1,0.153193429492865,13,1
53053062501,0.579571106094808,0.653498871331828,0.661399548532731,0.701467268623025,0.684537246049661,0.783860045146727,0.621331828442438,0.649548532731377,0.682844243792325,0.708803611738149,0.650677200902935,0.733634311512415,0,1,1,1,1,1,0,1,1,0,1,1,0.685310734463,1,0.204288939051919,10,1
53053062502,0.410270880361174,0.488148984198646,0.447516930022573,0.50451467268623,0.335778781038375,0.487020316027088,0.326185101580135,0.376410835214447,0.410835214446953,0.453160270880361,0.229119638826185,0.326749435665914,0,0,0,0,0,0,0,0,0,0,0,0,0.542372881356,0,0.313253242529815,0,1
53053062600,0.961625282167043,0.975169300225734,0.871896162528217,0.891647855530474,0.967832957110609,0.979683972911964,0.879232505643341,0.88431151241535,0.837471783295711,0.848194130925508,0.925507900677201,0.945259593679458,1,1,1,1,1,1,1,1,1,1,1,1,0.973446327684,1,0.142212189616253,13,1
53053062801,0.966704288939052,0.963882618510158,0.978555304740406,0.980248306997743,0.983634311512415,0.987584650112867,0.933972911963883,0.927765237020316,0.954288939051919,0.954853273137698,0.952031602708804,0.963318284424379,1,1,1,1,1,1,1,1,1,1,1,1,0.987570621469,1,0.059819413092551,13,1
53053062802,0.345372460496614,0.446952595936795,0.475169300225734,0.532167042889391,0.379232505643341,0.548532731376975,0.322799097065463,0.365124153498871,0.467832957110609,0.498871331828442,0.309255079006772,0.40293453724605,0,0,0,0,0,0,0,0,0,0,0,0,0.367231638418,0,0.239277652370203,0,1
53053062901,0.422121896162528,0.499435665914221,0.536117381489842,0.595936794582393,0.257336343115124,0.415349887133183,0.499435665914221,0.508465011286682,0.647855530474041,0.670993227990971,0.309255079006772,0.39334085778781,0,0,0,0,0,0,0,0,0,0,1,0,0.694915254237,1,0.437578911121876,2,1
53053062902,0.624717832957111,0.688487584650113,0.688487584650113,0.7313769751693,0.684537246049661,0.783860045146727,0.543453724604966,0.588600451467269,0.670428893905192,0.696388261851016,0.508465011286682,0.624717832957111,0,1,1,1,1,1,0,1,0,0,1,0,0.640677966102,0,0.275395033860045,7,1
53053063000,0.801354401805869,0.817720090293454,0.874153498871332,0.878103837471783,0.845372460496614,0.895033860045147,0.778216704288939,0.774266365688488,0.81489841986456,0.817155756207675,0.756772009029345,0.809819413092551,1,1,1,1,1,1,1,1,1,1,1,1,0.649152542373,0,0.245881317672147,12,1
53053063100,0.870767494356659,0.840293453724605,0.890519187358916,0.875846501128668,0.934537246049661,0.943566591422122,0.821106094808126,0.792889390519187,0.796839729119639,0.774830699774266,0.875846501128668,0.892776523702032,1,1,1,1,1,1,1,1,1,1,1,1,0.781073446328,1,0.168735891647856,13,1
53053063200,0.827313769751693,0.843679458239278,0.876975169300226,0.88431151241535,0.774830699774266,0.840857787810384,0.822799097065463,0.828442437923251,0.862302483069977,0.866252821670429,0.70372460496614,0.744920993227991,1,1,1,1,1,1,1,1,1,1,1,1,0.730508474576,1,0.18058690744921,13,1
53053063301,0.639954853273138,0.609480812641084,0.630925507900677,0.630361173814898,0.774830699774266,0.798532731376975,0.661399548532731,0.625846501128668,0.581828442437923,0.584085778781038,0.80530474040632,0.823363431151242,0,0,1,0,0,1,1,0,1,0,0,1,0.706779661017,1,0.241534988713319,6,1
53053063302,0.648419864559819,0.663092550790068,0.672121896162528,0.697516930022573,0.456546275395034,0.54176072234763,0.7313769751693,0.713882618510158,0.716139954853273,0.729683972911964,0.548532731376975,0.576749435665914,0,1,0,1,1,0,1,1,0,1,1,0,0.742372881356,1,0.285826605960966,8,1
53053063401,0.744356659142212,0.664221218961625,0.691309255079007,0.668735891647856,0.862866817155756,0.779909706546275,0.770880361173815,0.692437923250564,0.636004514672686,0.612866817155756,0.812076749435666,0.769187358916479,1,1,1,1,1,1,1,0,1,1,0,1,0.863276836158,1,0.250410019002244,11,1
53053063402,0.540067720090293,0.533295711060948,0.580135440180587,0.597629796839729,0.717268623024831,0.742663656884876,0.533860045146727,0.498306997742664,0.526523702031603,0.544018058690745,0.63431151241535,0.687923250564334,0,0,1,0,0,1,0,0,0,0,0,1,0.679096045198,1,0.244356659142212,4,1
53053063501,0.937923250564334,0.89334085778781,0.940180586907449,0.908013544018059,0.900112866817156,0.880361173814898,0.859480812641084,0.80530474040632,0.791196388261851,0.744920993227991,0.851580135440181,0.835214446952596,1,1,1,1,1,1,1,1,1,1,1,1,0.937288135593,1,0.195259593679458,13,1
53053063502,0.834085778781038,0.812641083521445,0.857223476297968,0.854401805869074,0.885440180586907,0.883182844243792,0.760158013544018,0.721218961625282,0.746049661399549,0.740406320541761,0.786681715575621,0.801918735891648,1,1,1,1,1,1,1,1,1,1,1,1,0.777401129944,1,0.164221218961625,13,1
53053070100,0.367381489841986,0.193566591422122,0.0406320541760722,0.0197516930022573,0.257336343115124,0.145598194130926,0.155191873589165,0.0897291196388262,0.0107223476297968,0.00959367945823928,0.120767494356659,0.0332957110609481,0,0,0,0,0,0,0,0,0,0,0,0,0.148587570621,0,0.357787810383747,0,0
53053070204,0.725169300225734,0.63431151241535,0.751128668171558,0.700902934537246,0.542889390519187,0.455417607223476,0.764672686230248,0.690180586907449,0.65744920993228,0.62020316027088,0.594808126410835,0.507336343115124,1,1,0,0,1,0,1,1,0,1,0,0,0.887005649718,1,0.431588042494524,7,1
53053070205,0.472911963882619,0.381489841986456,0.389954853273138,0.34706546275395,0.684537246049661,0.645033860045147,0.484198645598194,0.413092550790068,0.354966139954853,0.353273137697517,0.602708803611738,0.568284424379233,0,0,1,0,0,0,0,0,0,0,0,0,0.737288135593,1,0.39022267283905,2,1
53053070206,0.602708803611738,0.448081264108352,0.620767494356659,0.516930022573363,0.379232505643341,0.307562076749436,0.627539503386005,0.506772009029345,0.475169300225734,0.39334085778781,0.548532731376975,0.418171557562077,0,0,0,0,0,0,0,0,0,0,0,0,0.780225988701,1,0.472663911951564,1,0
53053070207,0.107787810383747,0.121896162528217,0.0620767494356659,0.102708803611738,0.141083521444695,0.178329571106095,0.0970654627539503,0.0931151241534989,0.0959367945823928,0.146162528216704,0.103273137697517,0.0716704288939052,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.116252821670429,0,0
53053070208,0.0349887133182844,0.0299097065462754,0.0203160270880361,0.0282167042889391,0.0372460496613995,0.041196388261851,0.0383747178329571,0.0158013544018059,0.0112866817155756,0.0124153498871332,0.0259593679458239,0.0259593679458239,0,0,0,0,0,0,0,0,0,0,0,0,0.0796610169492,0,0.0683743352336244,0,1
53053070209,0.0417607223476298,0.0265237020316027,0.0220090293453725,0.0265237020316027,0.0270880361173815,0.0152370203160271,0.0654627539503386,0.0366817155756208,0.018058690744921,0.0282167042889391,0.0558690744920993,0.0338600451467269,0,0,0,0,0,0,0,0,0,0,0,0,0.107062146893,0,0.0918251265769729,0,1
53053070307,0.184537246049661,0.172121896162528,0.103837471783296,0.128668171557562,0.170993227990971,0.197516930022573,0.217832957110609,0.180022573363431,0.120767494356659,0.147291196388262,0.18961625282167,0.170428893905192,0,0,0,0,0,0,0,0,0,0,0,0,0.256497175141,0,0.152659703357704,0,1
53053070308,0.645598194130926,0.680022573363431,0.739277652370203,0.753950338600451,0.505643340857788,0.616817155756208,0.660270880361174,0.674943566591422,0.69920993227991,0.710496613995485,0.590857787810384,0.658013544018059,0,1,0,1,1,0,1,1,0,1,1,1,0.584463276836,0,0.248306997742663,8,1
53053070309,0.678329571106095,0.672121896162528,0.710496613995485,0.702595936794582,0.585214446952596,0.667607223476298,0.701467268623025,0.680022573363431,0.658577878103837,0.656884875846501,0.668171557562077,0.690180586907449,1,1,0,1,1,1,1,1,1,1,1,1,0.765254237288,1,0.180039790335404,12,1
53053070310,0.207110609480813,0.27313769751693,0.194130925507901,0.265237020316027,0.226297968397291,0.377539503386005,0.179458239277652,0.201467268623025,0.209932279909707,0.243792325056433,0.211625282167043,0.270880361173815,0,0,0,0,0,0,0,0,0,0,0,0,0.280508474576,0,0.198081264108353,0,1
53053070311,0.24548532731377,0.309819413092551,0.305304740406321,0.349322799097065,0.0959367945823928,0.130925507900677,0.26410835214447,0.285553047404063,0.303611738148984,0.337471783295711,0.175507900677201,0.18961625282167,0,0,0,0,0,0,0,0,0,0,0,0,0.390395480226,0,0.294458685643607,0,1
53053070312,0.431151241534989,0.477990970654628,0.494356659142212,0.520316027088036,0.292325056433409,0.450338600451467,0.401805869074492,0.405756207674944,0.371331828442438,0.375282167042889,0.309255079006772,0.375282167042889,0,0,0,0,0,0,0,0,0,0,0,0,0.455649717514,0,0.227990970654627,0,1
53053070313,0.321670428893905,0.335214446952596,0.281602708803612,0.304740406320542,0.41647855530474,0.525395033860045,0.321106094808126,0.32392776523702,0.2872460496614,0.309819413092551,0.414221218961625,0.439051918735892,0,0,0,0,0,0,0,0,0,0,0,0,0.449717514124,0,0.243792325056433,0,1
53053070314,0.429458239277652,0.457110609480813,0.5186230248307,0.524266365688488,0.19920993227991,0.327313769751693,0.440744920993228,0.430022573363431,0.396726862302483,0.40293453724605,0.299661399548533,0.343115124153499,0,0,0,0,0,0,0,0,0,0,0,0,0.349152542373,0,0.325056433408578,0,1
53053070315,0.498871331828442,0.523702031602709,0.558126410835214,0.563205417607223,0.257336343115124,0.415349887133183,0.498306997742664,0.484198645598194,0.451467268623025,0.454288939051919,0.414221218961625,0.481941309255079,0,0,0,0,0,0,0,0,0,0,0,0,0.235028248588,0,0.328177169019223,0,1
53053070316,0.305869074492099,0.391647855530474,0.304176072234763,0.357223476297968,0.379232505643341,0.553611738148984,0.241534988713318,0.281602708803612,0.290632054176072,0.327313769751693,0.286681715575621,0.387697516930023,0,0,0,0,0,0,0,0,0,0,0,0,0.353672316384,0,0.312076749435666,0,1
53053070401,0.727990970654628,0.686230248306998,0.761851015801354,0.725733634311512,0.656884875846501,0.729119638826185,0.790632054176072,0.756772009029345,0.716704288939052,0.693002257336343,0.801354401805869,0.811512415349887,1,1,1,1,1,1,1,1,1,1,1,1,0.770056497175,1,0.154627539503386,13,1
53053070403,0.218961625282167,0.204288939051919,0.202031602708804,0.201467268623025,0.226297968397291,0.307562076749436,0.216704288939052,0.161399548532731,0.150677200902935,0.145598194130926,0.279345372460497,0.260158013544018,0,0,0,0,0,0,0,0,0,0,0,0,0.356497175141,0,0.210898981010074,0,1
53053070404,0.0767494356659142,0.0891647855530474,0.0756207674943567,0.116252821670429,0.116817155756208,0.211060948081264,0.0553047404063205,0.0389390519187359,0.0406320541760722,0.0575620767494357,0.154627539503386,0.180022573363431,0,0,0,0,0,0,0,0,0,0,0,0,0.154237288136,0,0.172121896162528,0,1
53053070703,0.690180586907449,0.700902934537246,0.510722347629797,0.546839729119639,0.822799097065463,0.855530474040632,0.52313769751693,0.534988713318284,0.441309255079007,0.474604966139955,0.724040632054176,0.770880361173815,1,0,1,1,0,1,0,0,1,0,0,1,0.755367231638,1,0.414221218961625,7,1
53053071100,0.814334085778781,0.75,0.825620767494357,0.772573363431151,0.845372460496614,0.797404063205418,0.831828442437923,0.794582392776524,0.765237020316027,0.724040632054176,0.903498871331828,0.866817155756208,1,1,1,1,1,1,1,1,1,1,1,1,0.840677966102,1,0.179458239277652,13,1
53053071205,0.81941309255079,0.808690744920993,0.828442437923251,0.816027088036117,0.822799097065463,0.826749435665914,0.794018058690745,0.791196388261851,0.805869074492099,0.809819413092551,0.778216704288939,0.795146726862302,1,1,1,1,1,1,1,1,1,1,1,1,0.899435028249,1,0.121218323960061,13,1
53053071206,0.854966139954853,0.851580135440181,0.827878103837472,0.825056433408578,0.862866817155756,0.903498871331828,0.788374717832957,0.783295711060948,0.766365688487585,0.766930022573363,0.826749435665914,0.86117381489842,1,1,1,1,1,1,1,1,1,1,1,1,0.870621468927,1,0.137133182844243,13,1
53053071207,0.923250564334086,0.917042889390519,0.915914221218962,0.905756207674944,0.94469525959368,0.940744920993228,0.900677200902935,0.876410835214447,0.880361173814898,0.878103837471783,0.930022573363431,0.918735891647856,1,1,1,1,1,1,1,1,1,1,1,1,0.905649717514,1,0.068284424379233,13,1
53053071209,0.580135440180587,0.654627539503386,0.704288939051919,0.738148984198646,0.41647855530474,0.582392776523702,0.587471783295711,0.635440180586907,0.674943566591422,0.695259593679458,0.517494356659142,0.64334085778781,0,1,0,1,1,0,0,1,0,0,1,0,0.554519774011,0,0.321670428893906,5,1
53053071210,0.278781038374718,0.396726862302483,0.345372460496614,0.393905191873589,0.19920993227991,0.340293453724605,0.321670428893905,0.38882618510158,0.418735891647856,0.461060948081264,0.238148984198646,0.31941309255079,0,0,0,0,0,0,0,0,0,0,0,0,0.428813559322,0,0.261851015801354,0,1
53053071211,0.724040632054176,0.739277652370203,0.74548532731377,0.761286681715576,0.795146726862302,0.814334085778781,0.776523702031603,0.762979683972912,0.759593679458239,0.762979683972912,0.869638826185102,0.831264108352144,1,1,1,1,1,1,1,1,1,1,1,1,0.859322033898,1,0.145598194130926,13,1
53053071212,0.327313769751693,0.413092550790068,0.406320541760722,0.458803611738149,0.335778781038375,0.461625282167043,0.358916478555305,0.398419864559819,0.424379232505643,0.463318284424379,0.348194130925508,0.426636568848758,0,0,0,0,0,0,0,0,0,0,0,0,0.446327683616,0,0.136004514672686,0,1
53053071304,0.744920993227991,0.774830699774266,0.792325056433409,0.79627539503386,0.75,0.812076749435666,0.743227990970655,0.742099322799097,0.743792325056433,0.747742663656885,0.744920993227991,0.771444695259594,1,1,1,1,1,1,1,1,1,1,1,1,0.58813559322,0,0.223941156215666,12,1
53053071305,0.918735891647856,0.882618510158014,0.888261851015801,0.862302483069977,0.885440180586907,0.863995485327314,0.86568848758465,0.839164785553047,0.817155756207675,0.813769751693002,0.826749435665914,0.804176072234763,1,1,1,1,1,1,1,1,1,1,1,1,0.920338983051,1,0.116162910816237,13,1
53053071306,0.878668171557562,0.849887133182844,0.840857787810384,0.825620767494357,0.822799097065463,0.826749435665914,0.825620767494357,0.814334085778781,0.798532731376975,0.800225733634311,0.778216704288939,0.786117381489842,1,1,1,1,1,1,1,1,1,1,1,1,0.961016949153,1,0.182800244864061,13,1
53053071307,0.716704288939052,0.723476297968397,0.769751693002257,0.7686230248307,0.542889390519187,0.663092550790068,0.726297968397291,0.712189616252822,0.72234762979684,0.720090293453725,0.602708803611738,0.663656884875847,1,1,0,1,1,1,1,1,0,1,1,1,0.602542372881,0,0.22686230248307,10,1
53053071309,0.660270880361174,0.667042889390519,0.724604966139955,0.733634311512415,0.75,0.821670428893905,0.663656884875847,0.663656884875847,0.681715575620767,0.684537246049661,0.80530474040632,0.836907449209932,1,1,1,1,1,1,1,1,1,1,1,1,0.719491525424,1,0.176636568848758,13,1
53053071310,0.5186230248307,0.547404063205418,0.616817155756208,0.626975169300226,0.257336343115124,0.421557562076749,0.520316027088036,0.520316027088036,0.538939051918736,0.551354401805869,0.401241534988713,0.482505643340858,0,0,0,0,0,0,0,0,0,0,0,0,0.507344632768,0,0.369638826185102,0,1
53053071403,0.829571106094808,0.795711060948081,0.852708803611738,0.832392776523702,0.900112866817156,0.835778781038375,0.812641083521445,0.797968397291196,0.825620767494357,0.82392776523702,0.851580135440181,0.820541760722348,1,1,1,1,1,1,1,1,1,1,1,1,0.894915254237,1,0.104401805869075,13,1
53053071408,0.828442437923251,0.831264108352144,0.870767494356659,0.869638826185102,0.822799097065463,0.855530474040632,0.841422121896163,0.822799097065463,0.843679458239278,0.836907449209932,0.851580135440181,0.83803611738149,1,1,1,1,1,1,1,1,1,1,1,1,0.836723163842,1,0.0479683972911961,13,1
53053071409,0.919300225733634,0.905756207674944,0.93510158013544,0.923250564334086,0.983634311512415,0.966704288939052,0.910835214446953,0.887133182844244,0.896726862302483,0.890519187358916,0.973476297968397,0.966139954853273,1,1,1,1,1,1,1,1,1,1,1,1,0.983615819209,1,0.096501128668171,13,1
53053071411,0.865124153498871,0.869638826185102,0.88431151241535,0.886004514672686,0.845372460496614,0.855530474040632,0.85665914221219,0.840293453724605,0.861738148984199,0.86117381489842,0.869638826185102,0.853273137697517,1,1,1,1,1,1,1,1,1,1,1,1,0.901129943503,1,0.0608364897783951,13,1
53053071412,0.446388261851016,0.510722347629797,0.460496613995485,0.512979683972912,0.292325056433409,0.421557562076749,0.5186230248307,0.549097065462754,0.589164785553047,0.618510158013544,0.43510158013544,0.508465011286682,0,0,0,0,0,0,0,0,0,0,0,0,0.779661016949,1,0.487335960515591,1,1
53053071413,0.493227990970655,0.593679458239278,0.508465011286682,0.572799097065463,0.456546275395034,0.632618510158014,0.493792325056433,0.572234762979684,0.621896162528217,0.646162528216704,0.548532731376975,0.660270880361174,0,0,0,0,0,0,0,0,0,0,0,1,0.785310734463,1,0.328764459067966,2,1
