"GEOID","prox_hzw-tsdfs","wwdis","prox_rskmns","ppr80h","prox_npl","txcrls_rsei","hghvlr_wa","dslpm_wa","pm25_wa","ozn_wa","cardiod","lowbw","ppvrty_185","poc","pnmply","pndplm","phbrd","plmng","trnexp","dslpm_wa_z","dslpm_wa_mm","dslpm_wa_d","ozn_wa_z","ozn_wa_mm","ozn_wa_d","pm25_wa_z","pm25_wa_mm","pm25_wa_d","txcrls_rsei_z","txcrls_rsei_mm","txcrls_rsei_d","hghvlr_wa_z","hghvlr_wa_mm","hghvlr_wa_d","ppr80h_z","ppr80h_mm","ppr80h_d","prox_hzw-tsdfs_z","prox_hzw-tsdfs_mm","prox_hzw-tsdfs_d","prox_npl_z","prox_npl_mm","prox_npl_d","prox_rskmns_z","prox_rskmns_mm","prox_rskmns_d","wwdis_z","wwdis_mm","wwdis_d","cardiod_z","cardiod_mm","cardiod_d","lowbw_z","lowbw_mm","lowbw_d","pndplm_z","pndplm_mm","pndplm_d","phbrd_z","phbrd_mm","phbrd_d","plmng_z","plmng_mm","plmng_d","ppvrty_185_z","ppvrty_185_mm","ppvrty_185_d","poc_z","poc_mm","poc_d","trnexp_z","trnexp_mm","trnexp_d","pnmply_z","pnmply_mm","pnmply_d","envex.rnk_z","enveff.rnk_z","senspop.rnk_z","soecon.rnk_z","envex.rnk_mm","enveff.rnk_mm","senspop.rnk_mm","soecon.rnk_mm","envex.rnk_d","enveff.rnk_d","senspop.rnk_d","soecon.rnk_d","frp_z_h.ss","frp_z_h.m","frp_mm_h.ss","frp_mm_h.m","frp_d_h.ss","frp_d_h.m","envex.scr_z","enveff.scr_z","senspop.scr_z","soecon.scr_z","envex.scr_mm","enveff.scr_mm","senspop.scr_mm","soecon.scr_mm","envex.scr_d","enveff.scr_d","senspop.scr_d","soecon.scr_d","frp_z_nh.ss","frp_z_nh.m","frp_mm_nh.ss","frp_mm_nh.m","frp_d_nh.ss","frp_d_nh.m","fri7_z_h.ss","fri9_z_h.ss","fri7_mm_h.ss","fri9_mm_h.ss","fri7_d_h.ss","fri9_d_h.ss","fri7_z_h.m","fri9_z_h.m","fri7_mm_h.m","fri9_mm_h.m","fri7_d_h.m","fri9_d_h.m","fri7_z_nh.ss","fri9_z_nh.ss","fri7_mm_nh.ss","fri9_mm_nh.ss","fri7_d_nh.ss","fri9_d_nh.ss","fri7_z_nh.m","fri9_z_nh.m","fri7_mm_nh.m","fri9_mm_nh.m","fri7_d_nh.m","fri9_d_nh.m"
53027001100,0.391422709,0.000147969,0.391422709,39.66,0.01425518,278.4783333,28000,0.870623,0.194578164,51.51551056,139.22,1.12,25.96,18.34,6.9,10.79,29.15,2.53,31,0.0644912146412732,0.00922841633434957,1,10.1012739431268,0.759374757306823,4,8.29937946208094,0.597289082,1,0.0449099208389169,0.00246057925717925,4,0.409791605366071,0.103887636744692,3,3.26773902237225,0.675178753830439,10,0.117956031483317,0.0152280958704125,4,0.0453552163247122,0.00402818586687276,1,0.433815773238367,0.0431506839639566,6,0.00057462304848975,3.35274750778026e-05,7,1.77759197066731,0.0894781831854028,2,0.96443896022686,0.12541993281075,2,1.34833839061444,0.166666666666667,8,2.94922634181949,0.2915,5,0.334388968389958,0.0487757856178909,4,1.85524838029998,0.2596,7,1.02798617198017,0.198685021573865,3,5.3704361075137,0.653061224489796,9,2.22903356493577,0.207207207207207,8,6.68025718705769,0.711242789056928,1.85385012264823,3.43797446799289,0.359024919448157,0.172161641333082,0.18464170683681,0.402175662335774,1,3.5,1,7,0.117969821673525,0.151577503429355,0.269547325102881,0.290809327846365,0.151577503429355,0.227023319615912,18.919846146054,1.93272033323357,2.74203093089417,15.1146579255535,1.47224047164304,0.368809623503379,0.214898115996153,1.82549590555543,13,14,4,44,0.234567901234568,0.296296296296296,0.327160493827161,0.340192043895748,0.252400548696845,0.251028806584362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53027001200,0.744885995,0.000195533,0.744885995,48.04,0.014088447,291.4206667,28000,6.582384,0.335766305,51.51551056,165.63,4.67,36.27,33.92,9.5,15.37,28.78,10.75,30,0.509785844186177,0.0729481687959571,5,10.1012739431268,0.759374757306823,4,9.28028970556065,0.6678831525,2,0.0469896497452753,0.00257452596899592,4,0.409791605366071,0.103887636744692,3,3.95819925957546,0.817841334695267,10,0.22447291344484,0.0289794002329783,5,0.0448247276684154,0.00398107095747552,1,0.825560925478536,0.0821166974229448,8,0.000759333161272607,4.43047380491047e-05,8,2.11480073338332,0.10645217268351,4,4.02136602166021,0.522956326987682,10,1.92066367597256,0.237411183194316,9,2.91179190797821,0.2878,5,1.42082269177551,0.207248891459418,8,2.59205927401695,0.3627,9,1.85611567350297,0.358742551880008,7,5.2026099791539,0.63265306122449,9,3.06895925607098,0.285285285285285,10,7.19379212883217,0.929904588360894,4.14857956679501,4.31559662905773,0.39355392778122,0.21775517516366,0.540791431037791,0.522541141498025,2,4,8,10,0.788065843621399,0.813443072702332,0.891632373113855,0.877914951989026,0.728395061728395,0.638545953360768,20.348130747985,2.52690857966426,6.13616675504353,18.9730224584711,1.60666824131647,0.466481404023357,0.629408499671192,2.37184097304352,18,16,14,57,0.794924554183813,0.805212620027435,0.807270233196159,0.806584362139918,0.759945130315501,0.707818930041152,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0
53027001300,0.843081824,1.3014e-05,0.843081824,34.1,0.013700496,121.8563333,15000,2.907913,0.258500395,51.51551056,271.44,1.84,28.91,23.77,8.2,9.66,32.08,0.97,32,0.223320391111636,0.0319561905693899,3,10.1012739431268,0.759374757306823,4,8.74348171266568,0.6292501975,1,0.0197420248572185,0.00108165002188769,3,0.209127575536718,0.0530166292236486,1,2.80962936618491,0.580524344569288,10,0.254064426739115,0.0327996576265947,5,0.0435903973037067,0.00387144493134052,1,0.934391860697518,0.0929418669553485,8,5.05385881707926e-05,2.94877008469695e-06,5,3.46580638211416,0.174457391494367,9,1.58443543465841,0.206047032474804,5,1.20713149706539,0.149212233549583,7,3.24566658818419,0.3208,6,0.128204466141605,0.0187005976479661,2,2.06607205987952,0.2891,7,1.31660897000769,0.254468871995069,5,5.5382622358735,0.673469387755102,9,2.64899641050338,0.246246246246246,9,6.81584204889317,0.743679476720152,3.41440036505132,3.67368730977573,0.359651386940181,0.165747997663487,0.326931606519448,0.43004523843333,1,3.5,8,8,0.507544581618656,0.556927297668038,0.527434842249657,0.530864197530864,0.578189300411523,0.476680384087792,19.2969456472981,2.02086329475671,5.05024181677257,16.1509422276553,1.47467942462175,0.355070131426328,0.380504423969171,1.95199733719397,12,14.5,14,45,0.521947873799726,0.560356652949246,0.472565157750343,0.476680384087792,0.45679012345679,0.382030178326475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53027001400,0.298801038,NA,0.298801038,36.5,0.013331969,45.12343333,15000,1.003813,0.238179238,51.50838852,214.66,1.8,38.99,20,8.4,7.03,35.1,0.99,33,0.0748748409360509,0.0107142687414026,1,10.0999040301943,0.759271772544058,4,8.6022996635256,0.619089619,1,0.00741166485147837,0.000406079290589816,2,0.209127575536718,0.0530166292236486,2,3.00737454151758,0.621382362955397,10,0.0900443020682682,0.0116246981797951,4,0.0424178676122895,0.00376730768067367,1,0.331162705596616,0.0329400130916783,6,NA,NA,NA,2.74082669460885,0.137964278139481,7,1.54999118607888,0.201567749160134,5,0.878481824468909,0.108588198949645,5,3.55121250764542,0.351,8,0.130847857196071,0.0190861769809138,2,2.7864458531547,0.3899,9,1.1162207658523,0.215738648037806,4,5.70608836423331,0.693877551020408,9,2.71360607905224,0.252252252252252,9,6.70678152901785,0.638665424988243,2.90096408641905,3.84017889194006,0.351385386936269,0.156312525305507,0.291727885820487,0.447327592680699,1,2,6,8,0.393004115226337,0.454046639231824,0.468449931412894,0.477366255144033,0.395747599451303,0.277091906721536,18.9936177750442,1.73549970839738,4.29081788068773,16.882903251603,1.4424983687997,0.334857190953772,0.339532027299615,2.03044282724102,10,10.5,12,46,0.469821673525377,0.515775034293553,0.46639231824417,0.467078189300412,0.324417009602195,0.197530864197531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53027001500,0.302082312,NA,0.302082312,39.57,0.013179515,67.42036667,15000,1.003813,0.258500395,51.50838852,238.64,1.11,31.72,21.19,3.7,9.47,30.15,3.15,32,0.0748748409360509,0.0107142687414026,1,10.0999040301943,0.759271772544058,4,8.74348171266568,0.6292501975,1,0.0109946027466143,0.000602385641165553,2,0.209127575536718,0.0530166292236486,2,3.26032357829728,0.67364657814096,10,0.0910331206788139,0.0117523544294203,4,0.0419328099595928,0.00372422768812723,1,0.334799358209729,0.0333017427872672,6,NA,NA,NA,3.04700867605262,0.153376480644767,8,0.955827898081977,0.124300111982083,2,1.18338874505271,0.146277417361755,7,3.05040048733645,0.3015,5,0.416334091078407,0.0607287449392713,4,2.26689054788579,0.3172,8,1.17947327591727,0.227963838093281,4,5.5382622358735,0.673469387755102,9,1.19527886815396,0.111111111111111,4,6.75883129493118,0.685969997346777,2.70626380989816,3.37323270818973,0.35404564801312,0.168615254486592,0.238581337828802,0.404985631481999,1,2,5,6,0.265432098765432,0.329903978052126,0.345679012345679,0.369684499314129,0.229080932784636,0.198902606310014,19.1383827620794,1.86404443357271,4.0028365741346,14.8300282512981,1.45285525365027,0.361212451522887,0.27767659262685,1.83825049926052,10,10.5,10,41,0.332647462277092,0.382030178326475,0.352537722908093,0.362825788751715,0.183127572016461,0.132373113854595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53027001600,0.270628778,NA,0.062629775,11.8,0.012368243,258.1113333,7100,2.907913,0.258500395,51.30424881,169.09,3.31,31.63,24.14,10.5,6.97,22.33,4.54,35,0.223320391111636,0.0319561905693899,3,10.0606380854974,0.756319910492544,4,8.74348171266568,0.6292501975,1,0.0416371077126687,0.0022812643988887,3,0.0871855881788797,0.0221027092685528,1,0.972247112052258,0.200885257065032,6,0.0815545340729315,0.0105286711320486,4,0.0393516137166705,0.00349498088769471,1,0.0694128972199464,0.0069043455211453,2,NA,NA,NA,2.15897878408371,0.108675951693864,4,2.85026156995617,0.370660694288914,9,0.870984113307012,0.107661414890331,5,2.2592186693938,0.2233,2,0.600049769363799,0.0875265085791402,6,2.26045863901727,0.3163,8,1.33627571683461,0.258269981508116,5,6.04174062095291,0.73469387755102,10,3.3920075988153,0.315315315315315,10,6.7652600332624,0.213912686122682,3.38667982920347,3.81239057592906,0.351234328926256,0.0517716072856735,0.411848824515876,0.450108850297205,1,1,7,8,0.41358024691358,0.478737997256516,0.499314128943759,0.395747599451303,0.395747599451303,0.164609053497942,19.1562628851663,0.581283078530903,5.00924035403988,16.7607351276847,1.44191027222938,0.11090662730296,0.479336645982778,2.04306709784392,12,6.5,13,46,0.443758573388203,0.486282578875171,0.425240054869685,0.382716049382716,0.304526748971193,0.150205761316872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53027940000,0.019863701,7.982e-06,0.019179247,10.68,0.009465572,0.601733333,2332.91,0.108075,0.159966024,50.73064041,701.1,0,50.12,86.68,18.9,17.46,14.49,2.26,38,0.00504220597823435,0.000721518059002631,1,9.95030543286406,0.748025527844555,3,8.05891023829001,0.579983012,1,0.000257385666862675,1.41019583456647e-05,1,0.0136022427974019,0.00344834994213032,1,0.879966030230349,0.181818181818182,5,0.00598596679921093,0.000772786903299492,1,0.0301162851466722,0.00267475285140324,1,0.021256456705568,0.00211433217065508,1,3.09973114168832e-05,1.80859711203712e-06,5,8.95180096706542,0.450604469410184,10,0,0,1,2.18183394811197,0.269694161260426,9,1.4660133685408,0.1449,1,0.298703189154666,0.0435704646230962,4,3.58185858322938,0.5012,10,4.66048746428237,0.900760221902609,10,6.54521900603232,0.795918367346939,10,6.10561367786754,0.567567567567568,10,6.35963914298099,0.172473869262078,6.05219187491263,5.65003557010956,0.323052313095202,0.0437352592242222,0.387161971869875,0.710194855929251,1,1,5,9,0.910836762688615,0.883401920438957,0.742798353909465,0.542524005486968,0.340877914951989,0.152949245541838,18.0281175055966,0.468677868096608,8.95180096706542,24.8397292372191,1.33219250980403,0.0936909311703258,0.450604469410184,3.22361078270064,7,6.5,11,54,0.901234567901235,0.857338820301783,0.813443072702332,0.673525377229081,0.324417009602195,0.0768175582990398,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0
53027990000,NA,NA,NA,NA,NA,0.6821,8400,0.456066,0.159966024,51.14646912,0,0,0,-1,0,0,0,0,NA,0.0321719341706361,0.00460366585525448,1,10.0302894160404,0.754038414749209,4,8.05891023829001,0.579983012,1,0.00027029994401051,1.48095214381372e-05,1,0.107251991161815,0.0271898100206571,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,NA,NA,NA,0,0,1,6.43182761536084,0,0,0,0.331692337718148,0,0,0,1,0.5,1,1,0.00480109739368999,0,0.00411522633744856,0,0,0,18.2288938796069,0,0,0,1.36582971214656,0,0,0,8,0,2,6,0.00480109739368999,0,0.00411522633744856,0,0.00137174211248285,0.00137174211248285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53029970100,0.245661655,NA,0.086747972,8.4,0.245661655,156.7536667,20000,1.924026,0.096004923,47.94953918,197.88,1.36,11.75,19.41,1.9,6.58,29.68,2.45,28,0.146615571498377,0.0209800597245955,2,9.41536508689331,0.707810778924537,2,7.61453793682922,0.5480024615,1,0.0253497457205062,0.00138889263952108,3,0.286306048548007,0.0725824013471269,2,0.692108113664319,0.143003064351379,4,0.0740306406479441,0.00955733826374442,3,0.781613245515792,0.069418331210379,9,0.0961432172552875,0.00956315062518807,2,NA,NA,NA,2.52657591693468,0.12717959264996,6,1.17110445170404,0.152295632698768,3,0.822248990754683,0.101637318504788,5,3.00284863894348,0.2968,5,0.323815404172094,0.0472334682860999,4,0.839721435613432,0.1175,2,1.08486027766883,0.209677419354839,4,4.86695772243429,0.591836734693878,8,0.613791851214197,0.0570570570570571,1,6.16550440518661,0.302477445652868,2.4999518158898,2.62812411418905,0.327822723674885,0.0540422867572223,0.240126733488511,0.313224493100522,1,1.5,4,3,0.0288065843621399,0.056241426611797,0.0548696844993141,0.0541838134430727,0.061042524005487,0.065843621399177,17.4881743894894,0.821947608541671,3.69768036863873,11.554244320801,1.35076459413578,0.115770942225345,0.279475225348729,1.42174199789666,10,9,9,29,0.0198902606310014,0.0288065843621399,0.0281207133058985,0.0288065843621399,0.0384087791495199,0.0397805212620027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53029970200,1.080857986,NA,0.059831756,13.28,1.080857986,129.0763333,21000,1.924026,0.129197462,47.65224838,1555.91,0,52.62,44.83,11,0.77,76.51,1.14,22,0.146615571498377,0.0209800597245955,2,9.3581816799427,0.70351195126977,1,7.84514442602579,0.564598731,1,0.0209022208002397,0.0011452162455268,3,0.301741743150265,0.0764955557718226,2,1.09418997017407,0.226081035069799,6,0.325718757992681,0.0420502149074569,6,3.43892871021781,0.305425597102369,10,0.0663118385738558,0.00659589015864832,2,NA,NA,NA,19.8662054523845,1,10,0,0,1,0.0962206265776757,0.0118937287611986,1,7.74083387350289,0.7651,10,0.150673290104566,0.021978021978022,2,3.76052271846628,0.5262,10,2.43601893804814,0.470823916170125,8,3.86000095227547,0.469387755102041,4,3.55353177018745,0.33033033033033,10,6.23180885276894,0.906229641203418,13.4312735131869,4.91262804544238,0.331923973816793,0.135408678491149,0.859205796109053,0.571862634369744,1,2.5,6,8,1,0.999314128943759,0.95679012345679,0.888888888888889,0.419067215363512,0.334705075445816,17.6725856414174,2.46257463847921,19.8662054523845,21.5978021691625,1.36673151401171,0.290076368619137,1,2.59571375234172,9,12,11,45,0.98079561042524,0.965706447187929,0.844307270233196,0.773662551440329,0.294238683127572,0.190672153635117,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0
53029970300,0.16501226,NA,0.067783169,8.32,0.16438952,289.4243333,21000,1.388941,0.125039125,48.12594986,199.94,1.89,16.26,18.64,4.7,6,29.77,5.39,29,0.104899806981964,0.0150107126622939,2,9.44929739729401,0.710361678951649,2,7.81625421378664,0.5625195625,1,0.0466688550206773,0.00255694987822547,4,0.301741743150265,0.0764955557718226,2,0.685516607819897,0.141641130405175,4,0.0497267810174328,0.00641971571218529,3,0.523032486514769,0.0464526958709744,7,0.0751244299223374,0.00747245889505726,2,NA,NA,NA,2.55287845579099,0.128503576685027,6,1.62749074538283,0.211646136618141,5,0.74977111618968,0.092678405931418,5,3.01195431204001,0.2977,5,0.712393889178607,0.10391363022942,6,1.1620315355808,0.1626,4,1.04393218292092,0.201767002260119,4,5.03478385079409,0.612244897959184,8,1.51832721089828,0.141141141141141,6,6.24844736824032,0.245346244809786,2.82629122414158,3.0100174057287,0.331978670890714,0.0471438910786333,0.292258605214914,0.355150233311527,1,1.5,5,5,0.0816186556927298,0.125514403292181,0.135802469135802,0.106310013717421,0.151577503429355,0.126200274348422,17.7188620162336,0.666700152637218,4.18036920117381,13.2331940976024,1.36694445976399,0.100993000441696,0.340149713303168,1.61204507752128,11,8,11,38,0.0672153635116598,0.109053497942387,0.0898491083676269,0.0843621399176955,0.130315500685871,0.0919067215363512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53029970400,0.237710023,NA,0.049748638,9.33,0.237710023,268.0916667,23000,2.41935,0.110817362,47.51799011,173.07,1.38,20.55,38.67,5.7,10.47,38.5,11.84,25,0.185231528483395,0.0265058376183648,3,9.33235731776972,0.70157057547221,1,7.71744794784791,0.555408681,1,0.0432408670368624,0.00236913311147835,4,0.332613132354781,0.0843218646212139,3,0.768734369105726,0.158835546475996,5,0.0716344001310564,0.00924798417764248,3,0.756313811240357,0.0671713829683384,9,0.0551366677642753,0.0054843209313522,1,NA,NA,NA,2.20979631061191,0.111233940266468,5,1.18832657599381,0.154535274356103,3,1.30835059775099,0.161723818350324,8,3.8952046024031,0.385,9,1.56488750424392,0.22826296510507,9,1.46861919164732,0.2055,5,2.1085941800648,0.407540579412369,8,4.36347933735488,0.530612244897959,6,1.84137555364259,0.171171171171171,7,6.20962667696591,0.303935470884075,2.29742504328844,3.76457306658289,0.332808745291079,0.0561889645940748,0.228350449631064,0.460406967562967,1,1.5,3,9,0.10562414266118,0.163923182441701,0.205761316872428,0.163923182441701,0.251714677640604,0.164609053497942,17.6108907934927,0.825909624120707,3.39812288660572,16.5505109671076,1.37017609182327,0.120369617276664,0.265769214622571,2.08981077893689,12,9,8,52,0.211248285322359,0.278463648834019,0.310699588477366,0.270233196159122,0.371056241426612,0.229080932784636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53029970500,0.132582794,NA,0.043831815,6.4,0.132582794,224.9606667,22000,2.41935,0.125021042,47.51799011,148.26,0.85,17.08,23.54,11.3,2.53,36.5,1.7,27,0.185231528483395,0.0265058376183648,3,9.33235731776972,0.70157057547221,1,7.81612858142257,0.562510521,1,0.0363100621589612,0.0019893997608165,3,0.317177437752523,0.0804087101965182,2,0.527320467553767,0.108954715696289,3,0.039954095313387,0.00515806429053954,2,0.421834119443231,0.0374648469525676,7,0.0485790228299351,0.00483204666756218,1,NA,NA,NA,1.89301670428915,0.0952882878829752,3,0.731940282315028,0.0951847704367301,2,0.316153487326648,0.0390793945010812,2,3.69285631136917,0.365,8,0.224688239629616,0.0327742433005591,3,1.2206333719385,0.1708,4,1.30438369495312,0.252106020135607,5,4.69913159407449,0.571428571428571,7,3.65044627301075,0.339339339339339,10,6.23706516811522,0.190934995840625,1.77469800822983,3.4365266980946,0.333530250490544,0.0365062954062244,0.163655555710908,0.390065568189315,1,1,1,6,0.0301783264746228,0.0589849108367627,0.051440329218107,0.0486968449931413,0.051440329218107,0.0507544581618656,17.6872049275872,0.51884385257016,2.62495698660417,15.1082929723023,1.37298504404791,0.078204836803479,0.190473058319705,1.77052756870516,10,6.5,5,39,0.0720164609053498,0.117283950617284,0.0871056241426612,0.0775034293552812,0.0624142661179698,0.0411522633744856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53029970601,0.21692264,NA,0.049744088,4.3,0.21692264,97.10133333,23000,2.41935,0.098164816,47.51799011,175.19,1.55,31.09,43.53,4.3,5.93,37.71,5.36,23,0.185231528483395,0.0265058376183648,3,9.33235731776972,0.70157057547221,1,7.62954387963372,0.549082408,1,0.0157640954202818,0.000863702395256217,3,0.332613132354781,0.0843218646212139,3,0.354293439137687,0.073203949608444,2,0.0653700798777218,0.0084392619090043,3,0.69017530911063,0.0612973468348156,8,0.0551316249762028,0.00548381933650979,1,NA,NA,NA,2.23686494283296,0.112596486943332,5,1.33471463245682,0.173572228443449,4,0.741023786500801,0.0915971578622181,5,3.8152770274447,0.3771,8,0.708428802596908,0.103335261229998,6,2.2218671858061,0.3109,8,2.36691955730491,0.45746866652969,8,4.02782708063527,0.489795918367347,5,1.38910787380055,0.129129129129129,5,6.16814188269992,0.214355077655516,2.41469677059395,3.47341117418274,0.33079710020066,0.0346425131671034,0.245877818925404,0.431659848110654,1,1,4,8,0.0768175582990398,0.117283950617284,0.161179698216735,0.11042524005487,0.229080932784636,0.111796982167353,17.4955099536619,0.582485226551121,3.57157957528978,15.2704513140892,1.36234438810704,0.0742121888443868,0.286168715386781,1.95932613311838,11,7,9,45,0.119341563786008,0.171467764060357,0.212620027434842,0.176268861454047,0.192729766803841,0.107681755829904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53029970602,0.172872813,NA,0.04678243,6.07,0.172872813,99.27166667,23000,2.41935,0.01351248,47.51799011,238.66,2.4,31.99,34.45,5.7,6.71,45.13,5.84,22,0.185231528483395,0.0265058376183648,3,9.33235731776972,0.70157057547221,1,7.04141839736049,0.50675624,1,0.0161128505360811,0.000882810413879744,3,0.332613132354781,0.0843218646212139,3,0.500130505945526,0.103336738168199,3,0.0520955746919568,0.00672552641740541,3,0.550023488323298,0.0488498792784894,8,0.0518492043966202,0.00515732430842668,1,NA,NA,NA,3.04726404050754,0.1533893348587,8,2.06665491477184,0.268756998880179,7,0.838494031605459,0.103645350633302,5,4.56598918718057,0.4513,10,0.771870187904094,0.112589165220744,6,2.28618627449138,0.3199,8,1.88428695949829,0.364187384425724,7,3.86000095227547,0.469387755102041,4,1.84137555364259,0.171171171171171,7,5.95680873036521,0.212354683783083,3.4574516193974,3.65031831662483,0.319930142947756,0.0382941050519634,0.362710576754632,0.438898077488594,1,1,9,8,0.219478737997257,0.294238683127572,0.334705075445816,0.217421124828532,0.497942386831276,0.206447187928669,16.9077332265045,0.577049386678701,5.11391895527938,16.0482031465979,1.32003732812567,0.0820347340862602,0.422146333738879,1.99218082655298,11,7.5,15,47,0.227709190672154,0.287379972565158,0.294924554183813,0.224965706447188,0.362825788751715,0.177640603566529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53029970700,0.174093027,NA,0.048013088,11.39,0.174093027,65.08603333,23000,2.41935,0.107742578,47.51799011,195.41,2.16,25.81,31.83,4.9,4.96,38.19,2.27,21,0.185231528483395,0.0265058376183648,3,9.33235731776972,0.70157057547221,1,7.69608576331368,0.553871289,1,0.0106194941495608,0.000581833736021692,2,0.332613132354781,0.0843218646212139,3,0.938465644599595,0.193905345590739,6,0.0524632886689208,0.00677299820518668,3,0.553905801274271,0.0491946836786696,8,0.0532131488985269,0.00529299281514511,1,NA,NA,NA,2.49503840675261,0.125592097229274,6,1.85998942329466,0.241881298992161,6,0.619810789383469,0.0766141489033055,4,3.86384061729284,0.3819,8,0.300024884681899,0.0437632542895701,4,1.84452853218576,0.2581,7,1.74502513061577,0.337271419765769,7,3.69217482391567,0.448979591836735,3,1.58293687944714,0.147147147147147,6,6.19021706981914,0.294041516023095,2.94437556699509,3.10444671524301,0.331954767749929,0.0595562019887337,0.315735271949336,0.373156305856037,1,1.5,6,6,0.0994513031550069,0.155006858710562,0.209190672153635,0.170781893004115,0.251714677640604,0.164609053497942,17.5569072360711,0.799023941720657,4.35502783004727,13.6483416575225,1.36685140044781,0.12758301014487,0.367473396221435,1.69377556194253,10,9,12,39,0.0925925925925926,0.1440329218107,0.14883401920439,0.133058984910837,0.161865569272977,0.106310013717421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53029970800,0.194408731,NA,0.050673373,19.75,0.194408731,77.58246667,23000,1.388941,0.107742578,48.48197174,140.22,1.84,24.83,32.19,3.9,12.49,40.11,3.47,23,0.104899806981964,0.0150107126622939,2,9.51777763296682,0.715509758553999,2,7.69608576331368,0.553871289,1,0.0126275705018187,0.000691854660728298,2,0.332613132354781,0.0843218646212139,3,1.6272780053417,0.336227442969016,8,0.0585854674938334,0.00756337004890851,3,0.618543578539014,0.0549354341797766,8,0.0561615562539862,0.00558626429543895,1,NA,NA,NA,1.79036019341308,0.0901208938820369,2,1.58443543465841,0.206047032474804,5,1.56077354020152,0.192925548347235,8,4.05809497668541,0.4011,9,0.458628347949864,0.0668980142664353,5,1.7744921911729,0.2483,6,1.76416034374466,0.340969796589275,7,4.02782708063527,0.489795918367347,5,1.25988853670282,0.117117117117117,5,6.22872331860384,0.434345665893879,2.28165379847589,3.39002759146465,0.332610806431741,0.0943672577317139,0.254469198947397,0.409139780614388,1,2,3,8,0.0829903978052126,0.121399176954733,0.224965706447188,0.205075445816187,0.229080932784636,0.198902606310014,17.6640039061191,1.18028430381427,3.3747956280715,14.9038650170925,1.36940547949824,0.20215625574657,0.296167926356841,1.85710639468741,10,10,7,45,0.128257887517147,0.187242798353909,0.240054869684499,0.224279835390947,0.192729766803841,0.128257887517147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53029970900,0.150333257,NA,0.052086281,6.1,0.150333257,295.3986667,23000,1.388941,0.114673437,48.48197174,201.61,1.59,40.92,43.64,7.5,2.22,52.04,2.34,22,0.104899806981964,0.0150107126622939,2,9.51777763296682,0.715509758553999,2,7.74423818278079,0.5573367185,1,0.047628882357649,0.00260954902130013,4,0.332613132354781,0.0843218646212139,3,0.502602320637184,0.103847463398025,3,0.0453032335323232,0.00584863677418205,3,0.478310157573145,0.0424807193713688,7,0.057727489355059,0.00574202415600991,1,NA,NA,NA,2.57420138777644,0.129576903548406,6,1.36915888103635,0.178051511758119,4,0.277415312990182,0.0342910101946247,2,5.26510253270279,0.5204,10,0.309276753372531,0.0451127819548872,4,2.92437456555759,0.4092,9,2.37276642798318,0.45859872611465,8,3.86000095227547,0.469387755102041,4,2.42286257058236,0.225225225225225,9,6.25862096401396,0.199446027516611,2.66605268219963,3.96503054090468,0.3339935112783,0.0368585383842269,0.264316117479209,0.476358477503187,1,1,4,8,0.180384087791495,0.261316872427984,0.257201646090535,0.185871056241427,0.229080932784636,0.111796982167353,17.747157637442,0.541971600548856,3.94336026881278,17.4317991154641,1.37478860335881,0.078959421849793,0.307628415306524,2.16221549859143,12,7,10,46,0.317558299039781,0.363511659807956,0.348422496570645,0.298353909465021,0.252400548696845,0.140603566529492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
